case_id,input_text,disease_label,split,difficulty,source_page,source_basis,generation_type
T1_0414,"The symptom pattern includes ocular burning may occur, the complaint is centered on the eyes, and vision may be disturbed.",Netra Roga,train,medium,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0415,"A typical presentation may include eye pain may occur, while vision may be disturbed and night blindness may occur are also observed.",Netra Roga,train,medium,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0416,The case shows Timira-like visual difficulty may occur; associated findings include night blindness may occur and the complaint is centered on the eyes.,Netra Roga,validation,hard,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0417,The patient has ocular burning may occur and the complaint is centered on the eyes; another notable feature is that vision may be disturbed.,Netra Roga,validation,hard,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0418,"The clinical picture is mainly eye pain may occur, with additional features of vision may be disturbed and night blindness may occur.",Netra Roga,test,hard,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0419,"The reported symptoms are Timira-like visual difficulty may occur, night blindness may occur, and the complaint is centered on the eyes.",Netra Roga,test,hard,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0420,"The presentation is suggestive of a disorder with ocular burning may occur, the complaint is centered on the eyes, and vision may be disturbed.",Netra Roga,test,hard,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0421,"A patient presents with ear pain is present, foul ear discharge may occur, and weakness or wasting of the ear structures is described.",Karna Roga,train,easy,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0422,"The main findings are the ear may have an infectious or foul condition, along with weakness or wasting of the ear structures is described and ear pain is present.",Karna Roga,train,easy,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0423,Clinical features include the complaint is localized to the ear; the patient also has ear pain is present and the ear may have an infectious or foul condition.,Karna Roga,train,easy,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0424,"The presentation is characterized by foul ear discharge may occur, with the ear may have an infectious or foul condition and the complaint is localized to the ear occurring together.",Karna Roga,train,easy,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0425,A case is described with weakness or wasting of the ear structures is described. Additional findings are the complaint is localized to the ear and foul ear discharge may occur.,Karna Roga,train,easy,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0426,"The patient reports ear pain is present and foul ear discharge may occur, with weakness or wasting of the ear structures is described also present.",Karna Roga,train,medium,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0427,"The dominant complaint is the ear may have an infectious or foul condition, accompanied by weakness or wasting of the ear structures is described and ear pain is present.",Karna Roga,train,medium,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0428,"On assessment, the complaint is localized to the ear is noted, together with ear pain is present and the ear may have an infectious or foul condition.",Karna Roga,train,medium,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0429,"The symptom pattern includes foul ear discharge may occur, the ear may have an infectious or foul condition, and the complaint is localized to the ear.",Karna Roga,train,medium,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0430,"A typical presentation may include weakness or wasting of the ear structures is described, while the complaint is localized to the ear and foul ear discharge may occur are also observed.",Karna Roga,train,medium,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0431,The case shows ear pain is present; associated findings include foul ear discharge may occur and weakness or wasting of the ear structures is described.,Karna Roga,validation,hard,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0432,The patient has the ear may have an infectious or foul condition and weakness or wasting of the ear structures is described; another notable feature is that ear pain is present.,Karna Roga,validation,hard,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0433,"The clinical picture is mainly the complaint is localized to the ear, with additional features of ear pain is present and the ear may have an infectious or foul condition.",Karna Roga,test,hard,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0434,"The reported symptoms are foul ear discharge may occur, the ear may have an infectious or foul condition, and the complaint is localized to the ear.",Karna Roga,test,hard,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0435,"The presentation is suggestive of a disorder with weakness or wasting of the ear structures is described, the complaint is localized to the ear, and foul ear discharge may occur.",Karna Roga,test,hard,409,"ear disorders including ear pain, foul ear discharge/infection and weakness or wasting of the ear structures",controlled paraphrase from source-derived profile
T1_0436,"A patient presents with nasal obstruction is present, nasal discharge occurs, and foul nasal discharge may occur.",Pratishyaya,train,easy,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0437,"The main findings are Pinas-like symptoms occur, along with foul nasal discharge may occur and nasal symptoms are prominent.",Pratishyaya,train,easy,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0438,Clinical features include the complaint is centered on the nose; the patient also has nasal symptoms are prominent and nasal discharge occurs.,Pratishyaya,train,easy,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0439,"The presentation is characterized by nasal obstruction is present, with nasal discharge occurs and foul nasal discharge may occur occurring together.",Pratishyaya,train,easy,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0440,A case is described with Pinas-like symptoms occur. Additional findings are foul nasal discharge may occur and nasal symptoms are prominent.,Pratishyaya,train,easy,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0441,"The patient reports the complaint is centered on the nose and nasal symptoms are prominent, with nasal discharge occurs also present.",Pratishyaya,train,medium,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0442,"The dominant complaint is nasal obstruction is present, accompanied by nasal discharge occurs and foul nasal discharge may occur.",Pratishyaya,train,medium,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0443,"On assessment, Pinas-like symptoms occur is noted, together with foul nasal discharge may occur and nasal symptoms are prominent.",Pratishyaya,train,medium,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0444,"The symptom pattern includes the complaint is centered on the nose, nasal symptoms are prominent, and nasal discharge occurs.",Pratishyaya,train,medium,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0445,"A typical presentation may include nasal obstruction is present, while nasal discharge occurs and foul nasal discharge may occur are also observed.",Pratishyaya,train,medium,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0446,The case shows Pinas-like symptoms occur; associated findings include foul nasal discharge may occur and nasal symptoms are prominent.,Pratishyaya,validation,hard,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0447,The patient has the complaint is centered on the nose and nasal symptoms are prominent; another notable feature is that nasal discharge occurs.,Pratishyaya,validation,hard,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0448,"The clinical picture is mainly nasal obstruction is present, with additional features of nasal discharge occurs and foul nasal discharge may occur.",Pratishyaya,test,hard,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0449,"The reported symptoms are Pinas-like symptoms occur, foul nasal discharge may occur, and nasal symptoms are prominent.",Pratishyaya,test,hard,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
T1_0450,"The presentation is suggestive of a disorder with the complaint is centered on the nose, nasal symptoms are prominent, and nasal discharge occurs.",Pratishyaya,test,hard,413,"nasal disorder with nasal obstruction/discharge, Pinas-like symptoms and foul nasal discharge; the chapter includes different nasal presentations",controlled paraphrase from source-derived profile
